time; buffer(s); video seconds
2023-01-24 19:13:05.926; 0.0; 51.001466
2023-01-24 19:13:06.438; 0.0; 51.001466
2023-01-24 19:13:06.949; 0.0; 51.001466
2023-01-24 19:13:07.462; 0.0; 51.001466
2023-01-24 19:13:07.973; 0.0; 51.001466
2023-01-24 19:13:08.485; 0.0; 51.001466
2023-01-24 19:13:08.996; 0.0; 51.001466
2023-01-24 19:13:09.507; 0.0; 51.001466
2023-01-24 19:13:10.019; 0.0; 51.001466
2023-01-24 19:13:10.531; 0.0; 51.001466
2023-01-24 19:13:11.041; 0.0; 51.001466
2023-01-24 19:13:11.553; 0.0; 51.001466
2023-01-24 19:13:12.064; 0.0; 51.001466
2023-01-24 19:13:12.569; 0.0; 51.001466
2023-01-24 19:13:13.088; 0.0; 51.001466
2023-01-24 19:13:13.600; 0.0; 51.001466
2023-01-24 19:13:14.110; 0.0; 51.001466
2023-01-24 19:13:14.622; 0.0; 51.001466
2023-01-24 19:13:15.134; 0.0; 51.001466
2023-01-24 19:13:15.645; 0.0; 51.001466
2023-01-24 19:13:16.157; 0.0; 51.001466
2023-01-24 19:13:16.668; 0.0; 51.001466
2023-01-24 19:13:17.174; 0.0; 51.001466
2023-01-24 19:13:17.692; 1.0015339999999995; 51.001466
2023-01-24 19:13:18.202; 0.5363120000000023; 51.466688
2023-01-24 19:13:18.715; 0.0; 51.978872
2023-01-24 19:13:19.226; 0.0; 52.490725
2023-01-24 19:13:19.738; 3.000042999999998; 53.002957
2023-01-24 19:13:20.249; 2.489083000000001; 53.513917
2023-01-24 19:13:20.760; 1.977521000000003; 54.025479
2023-01-24 19:13:21.272; 5.463076000000001; 54.536924
2023-01-24 19:13:21.783; 4.952055000000001; 55.047945
2023-01-24 19:13:22.294; 4.440221999999999; 55.559778
2023-01-24 19:13:22.806; 7.922961999999998; 56.071038
2023-01-24 19:13:23.318; 7.411271999999997; 56.582728
2023-01-24 19:13:23.829; 6.9084160000000026; 57.094584
2023-01-24 19:13:24.340; 10.394466999999999; 57.605533
2023-01-24 19:13:24.852; 9.883066; 58.116934
2023-01-24 19:13:25.364; 9.374707999999998; 58.628292
2023-01-24 19:13:25.875; 8.863059999999997; 59.13994
2023-01-24 19:13:26.386; 12.332078999999993; 59.651921
2023-01-24 19:13:26.898; 11.820873999999996; 60.163126
2023-01-24 19:13:27.411; 11.307856999999991; 60.676143
2023-01-24 19:13:27.921; 10.798560999999992; 61.185439
2023-01-24 19:13:28.432; 14.302968; 61.697032
2023-01-24 19:13:28.944; 13.794398000000001; 62.208602
2023-01-24 19:13:29.455; 13.282738000000002; 62.720262
2023-01-24 19:13:29.967; 12.770766000000002; 63.232234
2023-01-24 19:13:30.472; 12.266378000000003; 63.736622
2023-01-24 19:13:30.990; 11.747688999999994; 64.255311
2023-01-24 19:13:31.502; 11.236193999999998; 64.766806
2023-01-24 19:13:32.013; 14.710615000000004; 65.278385
2023-01-24 19:13:32.524; 14.213734000000002; 65.789266
2023-01-24 19:13:33.036; 13.701638000000003; 66.301362
2023-01-24 19:13:33.547; 13.191244999999995; 66.811755
2023-01-24 19:13:34.059; 12.678116000000003; 67.324884
2023-01-24 19:13:34.570; 12.167775000000006; 67.835225
2023-01-24 19:13:35.082; 11.656426999999994; 68.346573
2023-01-24 19:13:35.594; 11.143878; 68.859122
2023-01-24 19:13:36.105; 10.632876999999993; 69.370123
2023-01-24 19:13:36.617; 10.120859999999993; 69.88214
2023-01-24 19:13:37.128; 9.609617999999998; 70.393382
2023-01-24 19:13:37.640; 9.097915; 70.905085
2023-01-24 19:13:38.151; 8.587027000000006; 71.415973
2023-01-24 19:13:38.663; 8.075485999999998; 71.927514
2023-01-24 19:13:39.174; 7.564059; 72.438941
2023-01-24 19:13:39.686; 11.049704000000006; 72.950296
2023-01-24 19:13:40.197; 10.53765; 73.46235
2023-01-24 19:13:40.708; 10.027024999999995; 73.972975
2023-01-24 19:13:41.221; 13.503568999999999; 74.485431
2023-01-24 19:13:41.732; 13.006577000000007; 74.996423
2023-01-24 19:13:42.243; 12.494883000000002; 75.508117
2023-01-24 19:13:42.755; 11.983310000000003; 76.01969
2023-01-24 19:13:43.266; 11.472426999999996; 76.530573
2023-01-24 19:13:43.777; 10.961099000000004; 77.041901
2023-01-24 19:13:44.289; 14.442278000000002; 77.553722
2023-01-24 19:13:44.800; 13.937359; 78.065641
2023-01-24 19:13:45.312; 13.426015000000007; 78.576985
2023-01-24 19:13:45.824; 12.91498; 79.08802
2023-01-24 19:13:46.335; 12.403609000000003; 79.599391
2023-01-24 19:13:46.847; 11.891701999999995; 80.111298
2023-01-24 19:13:47.358; 11.380418000000006; 80.622582
2023-01-24 19:13:47.870; 10.867985000000004; 81.135015
2023-01-24 19:13:48.381; 10.357909000000006; 81.645091
2023-01-24 19:13:48.892; 9.846247000000005; 82.156753
2023-01-24 19:13:49.404; 9.333817999999994; 82.669182
2023-01-24 19:13:49.915; 8.823250000000002; 83.17975
2023-01-24 19:13:50.427; 8.311161999999996; 83.691838
2023-01-24 19:13:50.939; 7.798682999999997; 84.204317
2023-01-24 19:13:51.450; 11.282328000000007; 84.714672
2023-01-24 19:13:51.962; 10.770026000000001; 85.226974
2023-01-24 19:13:52.473; 10.264882999999998; 85.738117
2023-01-24 19:13:52.985; 13.747124999999997; 86.249875
2023-01-24 19:13:53.496; 13.241724000000005; 86.761276
2023-01-24 19:13:54.007; 12.730131999999998; 87.272868
2023-01-24 19:13:54.519; 12.218553999999997; 87.784446
2023-01-24 19:13:55.031; 11.707049999999995; 88.29595
2023-01-24 19:13:55.542; 11.196545; 88.806455
2023-01-24 19:13:56.053; 10.684411999999995; 89.318588
2023-01-24 19:13:56.565; 14.162647000000007; 89.829353
2023-01-24 19:13:57.076; 13.661381000000006; 90.341619
2023-01-24 19:13:57.590; 13.147441; 90.855559
2023-01-24 19:13:58.100; 12.637891999999994; 91.365108
2023-01-24 19:13:58.611; 12.126924000000002; 91.876076
2023-01-24 19:13:59.122; 11.615848; 92.387152
2023-01-24 19:13:59.634; 11.104702000000003; 92.898298
2023-01-24 19:14:00.146; 10.592647999999997; 93.410352
2023-01-24 19:14:00.658; 10.080595000000002; 93.922405
2023-01-24 19:14:01.169; 9.568904000000003; 94.434096
2023-01-24 19:14:01.673; 9.064273999999997; 94.938726
2023-01-24 19:14:02.192; 8.546277000000003; 95.456723
2023-01-24 19:14:02.703; 8.035656000000003; 95.967344
2023-01-24 19:14:03.214; 11.512494000000004; 96.479506
2023-01-24 19:14:03.726; 11.001452999999998; 96.990547
2023-01-24 19:14:04.237; 10.488978000000003; 97.503022
2023-01-24 19:14:04.749; 9.988162000000003; 98.014838
2023-01-24 19:14:05.261; 9.477386999999993; 98.525613
2023-01-24 19:14:05.772; 8.965869999999995; 99.03713
2023-01-24 19:14:06.283; 8.454676000000006; 99.548324
2023-01-24 19:14:06.795; 7.943316999999993; 100.059683
2023-01-24 19:14:07.307; 11.413574000000011; 100.572426
2023-01-24 19:14:07.818; 10.902766999999997; 101.083233
2023-01-24 19:14:08.330; 10.408322999999996; 101.594677
2023-01-24 19:14:08.841; 9.897178999999994; 102.105821
2023-01-24 19:14:09.352; 9.385129000000006; 102.617871
2023-01-24 19:14:09.865; 8.873384000000001; 103.129616
2023-01-24 19:14:10.371; 8.366786000000005; 103.636214
2023-01-24 19:14:10.887; 7.851369000000005; 104.151631
2023-01-24 19:14:11.399; 7.339127000000005; 104.663873
2023-01-24 19:14:11.910; 10.822271; 105.174729
2023-01-24 19:14:12.422; 10.310085999999998; 105.686914
2023-01-24 19:14:12.933; 9.799065999999996; 106.197934
2023-01-24 19:14:13.444; 9.287474000000003; 106.709526
2023-01-24 19:14:13.956; 8.782043000000002; 107.220957
2023-01-24 19:14:14.468; 8.270066; 107.732934
2023-01-24 19:14:14.974; 7.763797999999994; 108.239202
2023-01-24 19:14:15.491; 7.2471709999999945; 108.755829
2023-01-24 19:14:16.002; 10.73344200000001; 109.267558
2023-01-24 19:14:16.513; 10.222261000000003; 109.778739
2023-01-24 19:14:17.026; 9.710465; 110.290535
2023-01-24 19:14:17.536; 9.199269000000001; 110.801731
2023-01-24 19:14:18.048; 8.689736999999994; 111.313263
2023-01-24 19:14:18.560; 8.178517; 111.824483
2023-01-24 19:14:19.071; 7.667550000000006; 112.33545
2023-01-24 19:14:19.582; 7.155431000000007; 112.847569
2023-01-24 19:14:20.094; 10.638619000000006; 113.358381
2023-01-24 19:14:20.605; 10.126694; 113.870306
2023-01-24 19:14:21.117; 9.614821000000006; 114.382179
2023-01-24 19:14:21.629; 9.108599999999996; 114.8944
2023-01-24 19:14:22.140; 8.598006999999996; 115.404993
2023-01-24 19:14:22.651; 8.086579; 115.916421
2023-01-24 19:14:23.163; 7.575597000000002; 116.427403
2023-01-24 19:14:23.674; 11.050127000000003; 116.938873
2023-01-24 19:14:24.186; 10.538263999999998; 117.450736
2023-01-24 19:14:24.698; 10.026482000000001; 117.962518
2023-01-24 19:14:25.209; 9.52848499999999; 118.474515
2023-01-24 19:14:25.721; 9.01664799999999; 118.986352
2023-01-24 19:14:26.233; 12.486782000000005; 119.497218
2023-01-24 19:14:26.744; 11.974812000000014; 120.009188
2023-01-24 19:14:27.255; 11.48255899999998; 120.520441
2023-01-24 19:14:27.766; 10.97193999999999; 121.03106
2023-01-24 19:14:28.272; 10.466531999999987; 121.536468
2023-01-24 19:14:28.789; 9.948163999999991; 122.054836
2023-01-24 19:14:29.301; 9.43616799999998; 122.566832
2023-01-24 19:14:29.812; 12.92527099999998; 123.077729
2023-01-24 19:14:30.324; 12.414271999999983; 123.588728
2023-01-24 19:14:30.836; 11.902187999999981; 124.100812
2023-01-24 19:14:31.347; 11.390914999999993; 124.612085
