time; type; bitrate Kbps; id; video seconds
2023-01-24 21:37:07.000; audio; 64; 00001; 0.0
2023-01-24 21:37:07.000; video; 1000; 00001; 0.0
2023-01-24 21:37:07.000; audio; 320; 00002; 0.0
2023-01-24 21:37:07.000; video; 4600; 00002; 0.347138
2023-01-24 21:37:07.000; video; 4600; 00003; 0.857912
2023-01-24 21:37:08.000; audio; 320; 00003; 0.857912
2023-01-24 21:37:08.000; audio; 320; 00004; 1.881067
2023-01-24 21:37:08.000; video; 4600; 00004; 2.392103
2023-01-24 21:37:09.000; audio; 320; 00005; 2.392103
2023-01-24 21:37:09.000; video; 4600; 00005; 2.918988
2023-01-24 21:37:10.000; audio; 320; 00006; 3.429593
2023-01-24 21:37:10.000; video; 4600; 00006; 3.429593
2023-01-24 21:37:11.000; video; 4600; 00007; 3.941927
2023-01-24 21:37:11.000; audio; 320; 00007; 3.941927
2023-01-24 21:37:11.000; audio; 320; 00008; 4.460747
2023-01-24 21:37:32.000; video; 4600; 00008; 25.022076
2023-01-24 21:37:32.000; audio; 320; 00008; 25.022076
2023-01-24 21:37:32.000; video; 4600; 00008; 26.047335
2023-01-24 21:37:34.000; audio; 320; 00009; 27.085992
2023-01-24 21:37:33.000; video; 4600; 00009; 27.085992
2023-01-24 21:37:35.000; audio; 320; 00010; 28.633705
2023-01-24 21:37:35.000; video; 4600; 00010; 28.633705
2023-01-24 21:37:36.000; video; 4600; 00011; 29.657596
2023-01-24 21:37:36.000; audio; 320; 00011; 29.657596
2023-01-24 21:37:37.000; audio; 192; 00011; 30.167948
2023-01-24 21:37:37.000; audio; 256; 00011; 30.679449
2023-01-24 21:37:37.000; audio; 256; 00012; 30.679449
2023-01-24 21:37:39.000; video; 1500; 00012; 32.214071
2023-01-24 21:37:40.000; audio; 256; 00013; 32.725501
2023-01-24 21:37:43.000; video; 3200; 00013; 36.818245
2023-01-24 21:37:44.000; audio; 256; 00014; 37.328472
2023-01-24 21:37:47.000; video; 3200; 00014; 40.413117
2023-01-24 21:37:48.000; audio; 256; 00015; 41.436588
2023-01-24 21:37:51.000; video; 3200; 00015; 44.504747
2023-01-24 21:37:52.000; audio; 256; 00016; 45.02449
2023-01-24 21:37:55.000; video; 3200; 00016; 48.10241
2023-01-24 21:37:56.000; audio; 320; 00014; 48.622441
2023-01-24 21:37:56.000; audio; 320; 00015; 49.140682
2023-01-24 21:37:56.000; audio; 320; 00016; 49.140682
2023-01-24 21:37:56.000; audio; 320; 00017; 49.651048
2023-01-24 21:37:59.000; video; 3200; 00017; 52.207494
2023-01-24 21:38:00.000; audio; 320; 00018; 53.230838
2023-01-24 21:38:03.000; video; 3200; 00018; 56.810194
2023-01-24 21:38:04.000; audio; 320; 00019; 57.320061
2023-01-24 21:38:07.000; video; 4600; 00017; 60.387873
2023-01-24 21:38:08.000; video; 4600; 00018; 61.411536
2023-01-24 21:38:09.000; video; 4600; 00019; 62.946418
2023-01-24 21:38:10.000; video; 4600; 00020; 63.456062
2023-01-24 21:38:10.000; audio; 320; 00020; 63.456062
2023-01-24 21:38:11.000; audio; 320; 00021; 64.475829
2023-01-24 21:38:11.000; video; 4600; 00021; 64.475829
2023-01-24 21:38:13.000; audio; 320; 00022; 66.02849
2023-01-24 21:38:13.000; video; 4600; 00022; 66.538789
2023-01-24 21:38:14.000; video; 4600; 00023; 67.561187
2023-01-24 21:38:14.000; audio; 320; 00023; 67.561187
2023-01-24 21:38:15.000; video; 4600; 00024; 68.072449
2023-01-24 21:38:15.000; audio; 320; 00024; 68.584222
2023-01-24 21:38:16.000; audio; 320; 00025; 69.094707
2023-01-24 21:38:16.000; video; 4600; 00025; 69.094707
2023-01-24 21:38:17.000; video; 4600; 00026; 70.119271
2023-01-24 21:38:17.000; audio; 320; 00026; 70.119271
2023-01-24 21:38:18.000; audio; 320; 00027; 70.628113
2023-01-24 21:38:17.000; video; 4600; 00027; 71.140875
2023-01-24 21:38:19.000; audio; 320; 00028; 72.164292
2023-01-24 21:38:19.000; video; 4600; 00028; 72.164292
2023-01-24 21:38:20.000; audio; 320; 00029; 73.186884
2023-01-24 21:38:20.000; video; 4600; 00029; 73.186884
2023-01-24 21:38:21.000; audio; 320; 00030; 74.209074
2023-01-24 21:38:21.000; video; 4600; 00030; 74.720395
2023-01-24 21:38:22.000; video; 4600; 00031; 75.742941
2023-01-24 21:38:23.000; audio; 320; 00031; 75.742941
2023-01-24 21:38:24.000; audio; 320; 00032; 77.278103
2023-01-24 21:38:24.000; video; 4600; 00032; 77.278103
2023-01-24 21:38:25.000; video; 4600; 00033; 78.300596
2023-01-24 21:38:25.000; audio; 320; 00033; 78.300596
2023-01-24 21:38:26.000; audio; 320; 00034; 79.323315
2023-01-24 21:38:26.000; video; 4600; 00034; 79.837169
2023-01-24 21:38:27.000; video; 4600; 00035; 80.346598
2023-01-24 21:38:27.000; audio; 320; 00035; 80.859764
2023-01-24 21:38:28.000; audio; 320; 00036; 81.367668
2023-01-24 21:38:28.000; video; 4600; 00036; 81.881151
2023-01-24 21:38:30.000; audio; 320; 00037; 82.903663
2023-01-24 21:38:31.000; video; 4600; 00037; 84.996756
2023-01-24 21:38:33.000; audio; 320; 00038; 86.019397
2023-01-24 21:38:35.000; video; 4600; 00038; 88.576059
2023-01-24 21:38:37.000; audio; 320; 00039; 89.602899
2023-01-24 21:38:39.000; video; 4600; 00039; 92.669166
2023-01-24 21:38:41.000; audio; 320; 00040; 94.715276
2023-01-24 21:38:43.000; video; 4600; 00040; 96.759462
2023-01-24 21:38:46.000; audio; 320; 00041; 98.805765
2023-01-24 21:38:47.000; video; 4600; 00041; 100.852605
2023-01-24 21:38:49.000; audio; 320; 00042; 101.874953
2023-01-24 21:38:51.000; video; 4600; 00042; 104.433128
2023-01-24 21:38:53.000; audio; 320; 00043; 106.478929
2023-01-24 21:38:55.000; video; 4600; 00043; 108.523537
2023-01-24 21:38:57.000; audio; 320; 00044; 110.586531
2023-01-24 21:38:59.000; video; 4600; 00044; 112.634585
2023-01-24 21:39:01.000; audio; 320; 00045; 114.678897
2023-01-24 21:39:03.000; video; 4600; 00045; 116.211897
2023-01-24 21:39:05.000; audio; 320; 00046; 118.258607
2023-01-24 21:39:07.000; video; 4600; 00046; 120.815629
2023-01-24 21:39:09.000; audio; 320; 00047; 122.350089
2023-01-24 21:39:11.000; video; 4600; 00047; 124.908382
2023-01-24 21:39:14.000; audio; 320; 00048; 127.481014
2023-01-24 21:39:15.000; video; 4600; 00048; 128.503329
2023-01-24 21:39:18.000; audio; 320; 00049; 131.571603
2023-01-24 21:39:19.000; video; 4600; 00049; 132.597197
2023-01-24 21:39:20.000; audio; 320; 00050; 133.619596
2023-01-24 21:39:23.000; video; 4600; 00050; 137.199095
2023-01-24 21:39:26.000; audio; 320; 00051; 139.244659
2023-01-24 21:39:27.000; video; 4600; 00051; 140.779889
2023-01-24 21:39:30.000; audio; 320; 00052; 142.826538
2023-01-24 21:39:31.000; video; 4600; 00052; 144.360656
2023-01-24 21:39:33.000; audio; 320; 00053; 146.406517
2023-01-24 21:39:35.000; video; 4600; 00053; 148.45321
2023-01-24 21:39:37.000; audio; 320; 00054; 150.49848
2023-01-24 21:39:39.000; video; 4600; 00054; 152.545414
2023-01-24 21:39:41.000; audio; 320; 00055; 154.59027
2023-01-24 21:39:43.000; video; 4600; 00055; 156.63697
2023-01-24 21:39:45.000; audio; 320; 00056; 158.17097
2023-01-24 21:39:47.000; video; 4600; 00056; 160.730245
2023-01-24 21:39:50.000; audio; 320; 00057; 162.774008
2023-01-24 21:39:51.000; video; 4600; 00057; 164.305507
2023-01-24 21:39:52.000; audio; 320; 00058; 165.332291
2023-01-24 21:39:55.000; video; 4600; 00058; 168.912308
2023-01-24 21:39:58.000; audio; 320; 00059; 171.469765
2023-01-24 21:39:59.000; video; 4600; 00059; 171.982269
2023-01-24 21:40:01.000; audio; 320; 00060; 174.027337
2023-01-24 21:40:03.000; video; 4600; 00060; 176.615962
2023-01-24 21:40:05.000; audio; 320; 00061; 177.638979
2023-01-24 21:40:07.000; video; 4600; 00061; 181.220072
2023-01-24 21:40:11.000; audio; 320; 00062; 184.288129
2023-01-24 21:40:11.000; video; 4600; 00062; 184.800513
2023-01-24 21:40:16.000; audio; 320; 00063; 188.892684
2023-01-24 21:40:16.000; video; 4600; 00063; 189.403991
2023-01-24 21:40:21.000; video; 4600; 00064; 194.0144
2023-01-24 21:40:21.000; audio; 320; 00064; 194.535709
2023-01-24 21:40:25.000; video; 4600; 00065; 198.626851
2023-01-24 21:40:25.000; audio; 320; 00065; 198.626851
2023-01-24 21:40:29.000; video; 4600; 00066; 202.717795
2023-01-24 21:40:30.000; audio; 320; 00066; 202.717795
2023-01-24 21:40:34.000; audio; 320; 00067; 206.807581
2023-01-24 21:40:34.000; video; 4600; 00067; 206.807581
2023-01-24 21:40:38.000; video; 4600; 00068; 211.430019
2023-01-24 21:40:39.000; audio; 320; 00068; 211.430019
2023-01-24 21:40:48.000; video; 4600; 00069; 221.161708
2023-01-24 21:40:48.000; audio; 320; 00069; 221.161708
2023-01-24 21:41:00.000; video; 4600; 00070; 232.926854
2023-01-24 21:41:00.000; audio; 320; 00070; 233.438843
2023-01-24 21:41:09.000; audio; 320; 00071; 242.134363
2023-01-24 21:41:09.000; video; 4600; 00071; 242.134363
