time; type; bitrate Kbps; id2023-01-22 20:56:44.000; audio; 64; 00001
2023-01-22 20:56:44.000; video; 1000; 00001
2023-01-22 20:56:45.000; audio; 320; 00002
2023-01-22 20:56:45.000; video; 4600; 00002
2023-01-22 20:56:48.000; audio; 320; 00003
2023-01-22 20:56:48.000; video; 3200; 00003
2023-01-22 20:56:50.000; audio; 320; 00004
2023-01-22 20:56:50.000; video; 4600; 00003
2023-01-22 20:56:51.000; video; 3200; 00004
2023-01-22 20:56:53.000; video; 3200; 00005
2023-01-22 20:56:53.000; audio; 320; 00005
2023-01-22 20:56:54.000; video; 3200; 00006
2023-01-22 20:56:54.000; audio; 320; 00006
2023-01-22 20:56:55.000; audio; 320; 00007
2023-01-22 20:56:57.000; video; 3200; 00007
2023-01-22 20:56:58.000; audio; 320; 00008
2023-01-22 20:57:01.000; video; 3200; 00008
2023-01-22 20:57:03.000; audio; 320; 00009
2023-01-22 20:57:05.000; video; 3200; 00009
2023-01-22 20:57:07.000; audio; 320; 00010
2023-01-22 20:57:09.000; video; 3200; 00010
2023-01-22 20:57:11.000; audio; 320; 00011
2023-01-22 20:57:13.000; video; 3200; 00011
2023-01-22 20:57:15.000; audio; 320; 00012
2023-01-22 20:57:17.000; video; 4600; 00010
2023-01-22 20:57:20.000; video; 4600; 00011
2023-01-22 20:57:23.000; video; 4600; 00012
2023-01-22 20:57:26.000; video; 4600; 00013
2023-01-22 20:57:26.000; audio; 320; 00013
2023-01-22 20:57:29.000; audio; 320; 00014
2023-01-22 20:57:28.000; video; 4600; 00014
2023-01-22 20:57:31.000; video; 4600; 00015
2023-01-22 20:57:32.000; audio; 320; 00015
2023-01-22 20:57:33.000; audio; 320; 00016
2023-01-22 20:57:33.000; video; 4600; 00016
2023-01-22 20:57:35.000; audio; 320; 00017
2023-01-22 20:57:35.000; video; 4600; 00017
2023-01-22 20:57:37.000; audio; 320; 00018
2023-01-22 20:57:37.000; video; 4600; 00018
2023-01-22 20:57:39.000; audio; 320; 00019
