time; type; bitrate Kbps; id2023-01-22 20:46:39.000; audio; 64; 00001
2023-01-22 20:46:39.000; video; 1000; 00001
2023-01-22 20:46:39.000; audio; 320; 00002
2023-01-22 20:46:39.000; video; 4600; 00002
2023-01-22 20:46:41.000; audio; 320; 00003
2023-01-22 20:46:40.000; video; 4600; 00003
2023-01-22 20:46:41.000; audio; 320; 00004
2023-01-22 20:46:41.000; video; 4600; 00004
2023-01-22 20:46:42.000; audio; 320; 00005
2023-01-22 20:46:42.000; video; 4600; 00005
2023-01-22 20:46:43.000; audio; 320; 00006
2023-01-22 20:46:42.000; video; 4600; 00006
2023-01-22 20:46:43.000; audio; 320; 00007
2023-01-22 20:46:43.000; video; 4600; 00007
2023-01-22 20:46:44.000; audio; 320; 00008
2023-01-22 20:46:43.000; video; 4600; 00008
2023-01-22 20:46:45.000; audio; 320; 00009
2023-01-22 20:46:44.000; video; 4600; 00009
2023-01-22 20:46:46.000; audio; 320; 00010
2023-01-22 20:46:45.000; video; 4600; 00010
2023-01-22 20:46:46.000; audio; 320; 00011
2023-01-22 20:46:46.000; video; 4600; 00011
2023-01-22 20:46:47.000; audio; 320; 00012
2023-01-22 20:46:47.000; video; 4600; 00012
2023-01-22 20:46:47.000; video; 4600; 00013
2023-01-22 20:46:48.000; audio; 320; 00013
2023-01-22 20:46:48.000; audio; 320; 00014
2023-01-22 20:46:48.000; video; 4600; 00014
2023-01-22 20:46:48.000; audio; 320; 00015
2023-01-22 20:46:48.000; video; 4600; 00015
2023-01-22 20:46:49.000; video; 4600; 00016
2023-01-22 20:46:49.000; audio; 320; 00016
2023-01-22 20:46:49.000; video; 4600; 00017
2023-01-22 20:47:10.000; audio; 320; 00016
2023-01-22 20:47:10.000; audio; 320; 00017
2023-01-22 20:47:10.000; video; 4600; 00017
2023-01-22 20:47:11.000; audio; 320; 00018
2023-01-22 20:47:11.000; video; 4600; 00018
2023-01-22 20:47:12.000; audio; 320; 00019
2023-01-22 20:47:12.000; video; 4600; 00019
2023-01-22 20:47:12.000; video; 4600; 00020
2023-01-22 20:47:13.000; audio; 320; 00020
2023-01-22 20:47:13.000; audio; 320; 00021
2023-01-22 20:47:13.000; video; 4600; 00021
2023-01-22 20:47:14.000; video; 4600; 00022
2023-01-22 20:47:15.000; audio; 320; 00022
2023-01-22 20:47:15.000; video; 4600; 00023
2023-01-22 20:47:15.000; audio; 320; 00023
2023-01-22 20:47:16.000; audio; 320; 00024
2023-01-22 20:47:18.000; video; 4600; 00024
2023-01-22 20:47:19.000; audio; 320; 00025
2023-01-22 20:47:22.000; video; 4600; 00025
2023-01-22 20:47:23.000; audio; 320; 00026
2023-01-22 20:47:25.000; video; 4600; 00026
2023-01-22 20:47:26.000; audio; 320; 00027
2023-01-22 20:47:30.000; video; 4600; 00027
2023-01-22 20:47:31.000; audio; 320; 00028
2023-01-22 20:47:34.000; video; 4600; 00028
2023-01-22 20:47:34.000; audio; 320; 00029
2023-01-22 20:47:38.000; video; 4600; 00029
