time; type; bitrate Kbps; id; video seconds
2023-01-24 21:49:07.000; video; 4600; 00045; 116.983725
2023-01-24 21:49:13.000; video; 4600; 00046; 123.122477
2023-01-24 21:49:13.000; audio; 320; 00046; 123.122477
2023-01-24 21:49:24.000; audio; 320; 00047; 133.352088
2023-01-24 21:49:24.000; video; 4600; 00047; 133.863326
2023-01-24 21:49:37.000; audio; 320; 00048; 146.664415
2023-01-24 21:49:37.000; video; 4600; 00048; 146.664415
2023-01-24 21:49:49.000; audio; 320; 00049; 158.940237
2023-01-24 21:49:49.000; video; 4600; 00049; 158.940237
2023-01-24 21:49:57.000; audio; 320; 00050; 166.100802
2023-01-24 21:49:56.000; video; 4600; 00050; 166.100802
2023-01-24 21:50:08.000; audio; 320; 00051; 178.375034
2023-01-24 21:50:19.000; video; 1500; 00051; 188.597374
2023-01-24 21:50:19.000; audio; 320; 00052; 189.108155
2023-01-24 21:50:23.000; video; 2200; 00052; 192.684934
2023-01-24 21:50:24.000; audio; 320; 00053; 193.195866
2023-01-24 21:50:27.000; video; 3200; 00051; 196.774529
2023-01-24 21:50:28.000; video; 3200; 00052; 197.799405
2023-01-24 21:50:29.000; video; 2200; 00053; 198.308891
2023-01-24 21:50:29.000; audio; 320; 00054; 198.823343
2023-01-24 21:50:31.000; video; 2200; 00054; 200.353525
2023-01-24 21:50:32.000; audio; 320; 00055; 201.377284
2023-01-24 21:50:35.000; video; 2200; 00055; 204.446737
2023-01-24 21:50:35.000; audio; 320; 00056; 204.958103
2023-01-24 21:50:39.000; video; 2200; 00056; 208.538126
2023-01-24 21:50:39.000; audio; 320; 00057; 209.054403
2023-01-24 21:50:43.000; video; 2200; 00057; 212.647039
2023-01-24 21:50:44.000; audio; 320; 00058; 213.15718
2023-01-24 21:50:47.000; video; 2200; 00058; 216.225314
2023-01-24 21:50:47.000; audio; 320; 00059; 216.737572
2023-01-24 21:50:51.000; video; 2200; 00059; 220.317343
2023-01-24 21:50:51.000; audio; 320; 00060; 220.828216
2023-01-24 21:50:54.000; video; 2200; 00060; 224.409161
2023-01-24 21:50:55.000; audio; 320; 00061; 224.91882
2023-01-24 21:50:59.000; video; 4600; 00059; 229.026412
2023-01-24 21:51:00.000; video; 4600; 00060; 229.537368
2023-01-24 21:51:00.000; video; 4600; 00061; 230.052434
2023-01-24 21:51:01.000; video; 4600; 00062; 230.574682
2023-01-24 21:51:01.000; audio; 320; 00062; 231.102699
2023-01-24 21:51:02.000; audio; 320; 00063; 231.615523
2023-01-24 21:51:02.000; video; 4600; 00063; 231.615523
2023-01-24 21:51:03.000; audio; 320; 00064; 232.635523
2023-01-24 21:51:03.000; video; 4600; 00064; 232.635523
2023-01-24 21:51:03.000; video; 4600; 00065; 233.659186
2023-01-24 21:51:04.000; audio; 320; 00065; 233.659186
2023-01-24 21:51:04.000; video; 4600; 00066; 234.171238
2023-01-24 21:51:05.000; audio; 320; 00066; 234.171238
2023-01-24 21:51:05.000; video; 4600; 00067; 235.194603
2023-01-24 21:51:05.000; audio; 320; 00067; 235.194603
2023-01-24 21:51:06.000; audio; 320; 00068; 235.705314
2023-01-24 21:51:06.000; video; 4600; 00068; 236.216781
2023-01-24 21:51:07.000; audio; 320; 00069; 237.240036
2023-01-24 21:51:07.000; video; 4600; 00069; 237.240036
2023-01-24 21:51:08.000; audio; 320; 00070; 237.752131
2023-01-24 21:51:08.000; video; 4600; 00070; 238.263944
2023-01-24 21:51:09.000; audio; 320; 00071; 239.289024
2023-01-24 21:51:09.000; video; 4600; 00071; 239.289024
2023-01-24 21:51:30.000; video; 4600; 00071; 259.745344
2023-01-24 21:51:31.000; audio; 320; 00071; 260.257775
2023-01-24 21:51:30.000; video; 4600; 00071; 260.767881
2023-01-24 21:51:31.000; audio; 320; 00072; 260.767881
2023-01-24 21:51:43.000; video; 3200; 00072; 273.061188
2023-01-24 21:51:44.000; audio; 320; 00073; 273.578783
2023-01-24 21:51:47.000; video; 3200; 00073; 276.654909
2023-01-24 21:51:48.000; audio; 320; 00074; 277.67966
2023-01-24 21:51:51.000; video; 3200; 00074; 280.236996
2023-01-24 21:51:52.000; audio; 320; 00075; 281.258545
2023-01-24 21:51:55.000; video; 3200; 00075; 284.840827
2023-01-24 21:51:56.000; audio; 320; 00076; 285.354665
2023-01-24 21:51:59.000; video; 3200; 00076; 288.453499
2023-01-24 21:52:00.000; audio; 320; 00077; 289.49334
2023-01-24 21:52:03.000; video; 3200; 00077; 292.559366
2023-01-24 21:52:04.000; audio; 320; 00078; 293.070654
2023-01-24 21:52:06.000; video; 3200; 00078; 296.138749
2023-01-24 21:52:08.000; audio; 320; 00079; 297.675841
2023-01-24 21:52:10.000; video; 3200; 00079; 300.246643
2023-01-24 21:52:13.000; audio; 320; 00080; 302.323226
2023-01-24 21:52:15.000; video; 4600; 00078; 304.882125
2023-01-24 21:52:17.000; video; 4600; 00079; 307.47059
2023-01-24 21:52:19.000; video; 4600; 00080; 309.517371
2023-01-24 21:52:22.000; video; 4600; 00081; 312.090276
2023-01-24 21:52:22.000; audio; 320; 00081; 312.090276
2023-01-24 21:52:24.000; audio; 320; 00082; 314.15365
2023-01-24 21:52:24.000; video; 4600; 00082; 314.15365
2023-01-24 21:52:27.000; video; 4600; 00083; 316.742614
2023-01-24 21:52:27.000; audio; 320; 00083; 316.742614
2023-01-24 21:52:29.000; audio; 320; 00084; 319.328271
2023-01-24 21:52:29.000; video; 4600; 00084; 319.328271
2023-01-24 21:52:32.000; audio; 320; 00085; 321.885764
2023-01-24 21:52:32.000; video; 4600; 00085; 321.885764
2023-01-24 21:52:34.000; video; 4600; 00086; 323.950502
2023-01-24 21:52:34.000; audio; 320; 00086; 323.950502
2023-01-24 21:52:36.000; audio; 320; 00087; 325.496892
2023-01-24 21:52:36.000; video; 4600; 00087; 325.496892
2023-01-24 21:52:38.000; audio; 320; 00088; 328.055007
2023-01-24 21:52:38.000; video; 4600; 00088; 328.055007
2023-01-24 21:52:42.000; audio; 320; 00089; 331.635799
2023-01-24 21:52:42.000; video; 4600; 00089; 331.635799
2023-01-24 21:52:45.000; audio; 320; 00090; 335.215248
2023-01-24 21:52:45.000; video; 4600; 00090; 335.726103
2023-01-24 21:52:50.000; audio; 320; 00091; 339.313091
2023-01-24 21:52:49.000; video; 4600; 00091; 339.313091
2023-01-24 21:52:55.000; audio; 320; 00092; 344.464031
2023-01-24 21:52:55.000; video; 4600; 00092; 344.980463
2023-01-24 21:52:59.000; audio; 320; 00093; 349.07126
2023-01-24 21:52:59.000; video; 4600; 00093; 349.583845
2023-01-24 21:53:06.000; audio; 320; 00094; 355.209673
2023-01-24 21:53:05.000; video; 4600; 00094; 355.209673
2023-01-24 21:53:10.000; audio; 320; 00095; 359.832253
2023-01-24 21:53:10.000; video; 4600; 00095; 360.353502
2023-01-24 21:53:14.000; audio; 320; 00096; 363.424331
2023-01-24 21:53:13.000; video; 4600; 00096; 363.424331
2023-01-24 21:53:17.000; video; 4600; 00097; 367.550646
2023-01-24 21:53:18.000; audio; 320; 00097; 367.550646
2023-01-24 21:53:20.000; audio; 320; 00098; 370.15262
2023-01-24 21:53:20.000; video; 4600; 00098; 370.666434
2023-01-24 21:53:24.000; audio; 320; 00099; 373.236686
2023-01-24 21:53:24.000; video; 4600; 00099; 373.748723
2023-01-24 21:53:28.000; audio; 320; 00100; 377.855877
2023-01-24 21:53:28.000; video; 4600; 00100; 377.855877
2023-01-24 21:53:32.000; audio; 320; 00101; 381.454858
2023-01-24 21:53:31.000; video; 4600; 00101; 381.454858
2023-01-24 21:53:35.000; video; 4600; 00102; 385.061451
2023-01-24 21:53:35.000; audio; 320; 00102; 385.061451
2023-01-24 21:53:38.000; video; 4600; 00103; 388.130007
2023-01-24 21:53:39.000; audio; 320; 00103; 388.642199
2023-01-24 21:53:59.000; video; 4600; 00103; 407.883395
2023-01-24 21:54:00.000; audio; 320; 00103; 407.883395
2023-01-24 21:54:00.000; audio; 320; 00103; 407.883395
2023-01-24 21:53:59.000; video; 4600; 00103; 407.883395
2023-01-24 21:54:01.000; audio; 320; 00104; 408.181541
2023-01-24 21:54:07.000; video; 300; 00104; 411.006431
2023-01-24 21:54:08.000; video; 1000; 00105; 411.877926
2023-01-24 21:54:08.000; audio; 320; 00105; 412.390121
2023-01-24 21:54:10.000; video; 1500; 00106; 413.946551
2023-01-24 21:54:10.000; audio; 320; 00106; 414.466906
2023-01-24 21:54:11.000; video; 2200; 00106; 415.504249
2023-01-24 21:54:11.000; audio; 320; 00107; 415.504249
