time; buffer(s); video seconds; throttling bandwidth; latency
2023-01-25 21:57:25.477; 9.54357299999998; 118.459427; 250; 20
2023-01-25 21:57:25.989; 9.03153899999998; 118.971461; 250; 20
2023-01-25 21:57:26.503; 12.498598000000015; 119.485402; 250; 20
2023-01-25 21:57:27.011; 11.989554000000012; 119.994446; 250; 20
2023-01-25 21:57:27.521; 11.498807999999983; 120.504192; 250; 20
2023-01-25 21:57:28.033; 10.987704999999991; 121.015295; 250; 20
2023-01-25 21:57:28.544; 10.476805999999982; 121.526194; 250; 20
2023-01-25 21:57:29.056; 9.96450299999998; 122.038497; 250; 20
2023-01-25 21:57:29.568; 9.45282899999998; 122.550171; 250; 20
2023-01-25 21:57:30.079; 12.941315999999986; 123.061684; 250; 20
2023-01-25 21:57:30.591; 12.429604999999981; 123.573395; 250; 20
2023-01-25 21:57:31.102; 11.918008999999984; 124.084991; 250; 20
2023-01-25 21:57:31.613; 11.407251999999986; 124.595748; 250; 20
2023-01-25 21:57:32.125; 10.895537999999988; 125.107462; 250; 20
2023-01-25 21:57:32.637; 10.383244999999988; 125.619755; 250; 20
2023-01-25 21:57:33.148; 9.87191799999998; 126.131082; 250; 20
2023-01-25 21:57:33.658; 9.36171899999998; 126.641281; 250; 20
2023-01-25 21:57:34.169; 8.850425999999985; 127.152574; 250; 20
2023-01-25 21:57:34.680; 12.328399999999988; 127.6636; 250; 20
2023-01-25 21:57:35.192; 11.816831999999977; 128.175168; 250; 20
2023-01-25 21:57:35.704; 11.316271999999998; 128.686728; 250; 20
2023-01-25 21:57:36.216; 10.803908999999976; 129.199091; 250; 20
2023-01-25 21:57:36.728; 10.292712999999992; 129.710287; 250; 20
2023-01-25 21:57:37.238; 9.781728999999984; 130.221271; 250; 20
2023-01-25 21:57:37.750; 9.270667999999972; 130.732332; 250; 20
2023-01-25 21:57:38.261; 8.759237999999982; 131.243762; 250; 20
2023-01-25 21:57:38.773; 12.23835600000001; 131.755644; 250; 20
2023-01-25 21:57:39.284; 11.735882999999973; 132.267117; 250; 20
2023-01-25 21:57:39.796; 11.224594999999994; 132.778405; 250; 20
2023-01-25 21:57:40.307; 10.712651999999991; 133.290348; 250; 20
2023-01-25 21:57:40.819; 10.201427999999993; 133.801572; 250; 20
2023-01-25 21:57:41.330; 9.690605999999974; 134.312394; 250; 20
2023-01-25 21:57:41.842; 9.178905999999984; 134.824094; 250; 20
2023-01-25 21:57:42.352; 12.650829999999985; 135.33517; 250; 20
2023-01-25 21:57:42.864; 12.139533; 135.846467; 250; 20
2023-01-25 21:57:43.375; 11.64487699999998; 136.358123; 250; 20
2023-01-25 21:57:43.887; 11.133925999999974; 136.869074; 250; 20
2023-01-25 21:57:44.398; 10.622240999999974; 137.380759; 250; 20
2023-01-25 21:57:44.910; 10.111049999999977; 137.89195; 250; 20
2023-01-25 21:57:45.421; 9.599655999999982; 138.403344; 250; 20
2023-01-25 21:57:45.933; 13.081092000000012; 138.915908; 250; 20
2023-01-25 21:57:46.448; 12.56709600000002; 139.429904; 250; 20
2023-01-25 21:57:46.972; 12.049543999999997; 139.953456; 250; 20
2023-01-25 21:57:47.480; 11.540181999999987; 140.462818; 250; 20
2023-01-25 21:57:47.992; 11.027492999999993; 140.975507; 250; 20
2023-01-25 21:57:48.502; 10.51828599999999; 141.484714; 250; 20
2023-01-25 21:57:49.014; 10.005707999999998; 141.997292; 250; 20
2023-01-25 21:57:49.526; 9.494492999999977; 142.508507; 250; 20
2023-01-25 21:57:50.040; 8.980073999999973; 143.022926; 250; 20
2023-01-25 21:57:50.549; 12.461780000000005; 143.53222; 250; 20
2023-01-25 21:57:51.062; 11.949230999999997; 144.044769; 250; 20
