time; buffer(s); video seconds; throttling bandwidth; latency
2023-01-25 21:20:21.414; 2.354427000000001; 29.648573; 750; 8
2023-01-25 21:20:21.925; 1.8421659999999989; 30.160834; 750; 8
2023-01-25 21:20:22.435; 1.3337310000000002; 30.669269; 750; 8
2023-01-25 21:20:22.946; 0.8211410000000008; 31.181859; 750; 8
2023-01-25 21:20:23.457; 4.288609000000001; 31.692391; 750; 8
2023-01-25 21:20:23.968; 3.799681999999997; 32.203318; 750; 8
2023-01-25 21:20:24.481; 3.287354999999998; 32.715645; 750; 8
2023-01-25 21:20:24.991; 2.7759980000000013; 33.227002; 750; 8
2023-01-25 21:20:25.503; 2.2648300000000035; 33.73817; 750; 8
2023-01-25 21:20:26.015; 1.7526849999999996; 34.250315; 750; 8
2023-01-25 21:20:26.527; 1.2407010000000014; 34.762299; 750; 8
2023-01-25 21:20:27.037; 0.7301330000000021; 35.272867; 750; 8
2023-01-25 21:20:27.550; 0.2184209999999993; 35.784579; 750; 8
2023-01-25 21:20:28.060; 3.688504000000002; 36.295496; 750; 8
2023-01-25 21:20:28.572; 3.1759759999999986; 36.808024; 750; 8
2023-01-25 21:20:29.084; 2.6843900000000005; 37.31861; 750; 8
2023-01-25 21:20:29.595; 2.1736689999999967; 37.829331; 750; 8
2023-01-25 21:20:30.107; 1.6606439999999978; 38.342356; 750; 8
2023-01-25 21:20:30.617; 1.150775000000003; 38.852225; 750; 8
2023-01-25 21:20:31.129; 0.6394540000000006; 39.363546; 750; 8
2023-01-25 21:20:31.644; 4.114542; 39.879458; 500; 15
2023-01-25 21:20:32.150; 3.6088140000000024; 40.385186; 500; 15
2023-01-25 21:20:32.661; 3.1062769999999986; 40.896723; 500; 15
2023-01-25 21:20:33.173; 2.5950289999999967; 41.407971; 500; 15
2023-01-25 21:20:33.684; 2.0840280000000035; 41.918972; 500; 15
2023-01-25 21:20:34.196; 1.5715689999999967; 42.431431; 500; 15
2023-01-25 21:20:34.707; 1.0614220000000003; 42.941578; 500; 15
2023-01-25 21:20:35.218; 0.5501170000000002; 43.452883; 500; 15
2023-01-25 21:20:35.730; 0.03808699999999732; 43.964913; 500; 15
2023-01-25 21:20:36.241; 0.0; 44.475881; 500; 15
2023-01-25 21:20:36.754; 0.0; 44.988333; 500; 15
2023-01-25 21:20:37.264; 2.5037949999999967; 45.499205; 500; 15
2023-01-25 21:20:37.776; 1.9925190000000015; 46.010481; 500; 15
2023-01-25 21:20:38.288; 1.4802129999999991; 46.522787; 500; 15
2023-01-25 21:20:38.798; 0.9694860000000034; 47.033514; 500; 15
2023-01-25 21:20:39.310; 0.45812500000000256; 47.544875; 500; 15
2023-01-25 21:20:39.821; 0.0; 48.056391; 500; 15
2023-01-25 21:20:40.332; 0.0; 48.567645; 500; 15
2023-01-25 21:20:40.845; 0.0; 49.079966; 500; 15
2023-01-25 21:20:41.356; 0.0; 49.591257; 500; 15
2023-01-25 21:20:41.868; 1.9001930000000016; 50.102807; 500; 15
2023-01-25 21:20:42.379; 1.3892629999999997; 50.613737; 500; 15
2023-01-25 21:20:42.891; 4.865440999999997; 51.126559; 500; 15
2023-01-25 21:20:43.402; 4.354523; 51.637477; 500; 15
2023-01-25 21:20:43.914; 3.8543889999999976; 52.148611; 500; 15
2023-01-25 21:20:44.425; 3.342337999999998; 52.660662; 500; 15
2023-01-25 21:20:44.935; 6.829329999999999; 53.17067; 500; 15
2023-01-25 21:20:45.446; 6.321325000000002; 53.681675; 500; 15
2023-01-25 21:20:45.960; 5.807824000000004; 54.195176; 500; 15
2023-01-25 21:20:46.470; 5.297747000000001; 54.705253; 500; 15
2023-01-25 21:20:46.980; 4.7882140000000035; 55.214786; 500; 15
2023-01-25 21:20:47.493; 4.274881000000001; 55.728119; 500; 15
2023-01-25 21:20:48.006; 3.7624530000000007; 56.240547; 500; 15
2023-01-25 21:20:48.517; 7.2423319999999975; 56.751668; 500; 15
2023-01-25 21:20:49.027; 6.731555999999998; 57.262444; 500; 15
2023-01-25 21:20:49.540; 6.228133; 57.774867; 500; 15
2023-01-25 21:20:50.050; 5.718712000000004; 58.284288; 500; 15
2023-01-25 21:20:50.560; 5.207531000000003; 58.795469; 500; 15
2023-01-25 21:20:51.074; 8.690178000000003; 59.309822; 500; 15
2023-01-25 21:20:51.584; 8.181829999999998; 59.81817; 500; 15
2023-01-25 21:20:52.094; 7.674173000000003; 60.328827; 500; 15
2023-01-25 21:20:52.606; 7.161866000000003; 60.841134; 500; 15
2023-01-25 21:20:53.118; 10.631365999999993; 61.352634; 500; 15
2023-01-25 21:20:53.631; 10.118085999999998; 61.865914; 500; 15
2023-01-25 21:20:54.140; 9.6282; 62.3748; 500; 15
2023-01-25 21:20:54.652; 13.106021000000005; 62.885979; 500; 15
2023-01-25 21:20:55.164; 12.592673000000005; 63.399327; 500; 15
2023-01-25 21:20:55.676; 12.092126999999998; 63.910873; 500; 15
2023-01-25 21:20:56.182; 11.585988; 64.417012; 500; 15
2023-01-25 21:20:56.695; 11.072560999999993; 64.930439; 500; 15
2023-01-25 21:20:57.208; 10.560467000000003; 65.442533; 500; 15
2023-01-25 21:20:57.717; 14.036822999999998; 65.952177; 500; 15
2023-01-25 21:20:58.229; 13.539187999999996; 66.463812; 500; 15
2023-01-25 21:20:58.739; 13.028538999999995; 66.974461; 500; 15
2023-01-25 21:20:59.250; 12.518641000000002; 67.484359; 500; 15
2023-01-25 21:20:59.766; 12.001574000000005; 68.001426; 500; 15
2023-01-25 21:21:00.273; 11.494878; 68.508122; 500; 15
2023-01-25 21:21:00.785; 10.982895; 69.020105; 500; 15
2023-01-25 21:21:01.296; 10.472182000000004; 69.530818; 500; 15
2023-01-25 21:21:01.807; 9.960487999999998; 70.042512; 500; 15
2023-01-25 21:21:02.319; 9.449529999999996; 70.55347; 500; 15
2023-01-25 21:21:02.830; 12.934824000000006; 71.065176; 500; 15
2023-01-25 21:21:03.341; 12.426537999999994; 71.576462; 500; 15
2023-01-25 21:21:03.854; 11.914522000000005; 72.088478; 500; 15
2023-01-25 21:21:04.364; 11.403734999999998; 72.599265; 500; 15
2023-01-25 21:21:04.875; 10.893067000000002; 73.109933; 500; 15
2023-01-25 21:21:05.386; 10.381651000000005; 73.621349; 500; 15
2023-01-25 21:21:05.897; 9.870565999999997; 74.132434; 500; 15
2023-01-25 21:21:06.410; 13.336209999999994; 74.64479; 500; 15
2023-01-25 21:21:06.921; 12.846497; 75.156503; 500; 15
2023-01-25 21:21:07.432; 12.336194000000006; 75.666806; 500; 15
2023-01-25 21:21:07.943; 11.824478; 76.178522; 500; 15
2023-01-25 21:21:08.456; 11.31196; 76.69104; 500; 15
2023-01-25 21:21:08.966; 10.802021999999994; 77.200978; 500; 15
2023-01-25 21:21:09.481; 10.287650999999997; 77.715349; 500; 15
2023-01-25 21:21:09.992; 9.775913000000003; 78.227087; 500; 15
2023-01-25 21:21:10.500; 9.267403999999999; 78.735596; 500; 15
2023-01-25 21:21:11.015; 8.754253000000006; 79.248747; 500; 15
2023-01-25 21:21:11.523; 8.243859999999998; 79.75914; 500; 15
2023-01-25 21:21:12.034; 7.7331530000000015; 80.269847; 500; 15
2023-01-25 21:21:12.548; 7.221294; 80.781706; 500; 15
2023-01-25 21:21:13.060; 6.7082340000000045; 81.294766; 500; 15
2023-01-25 21:21:13.574; 6.1932060000000035; 81.809794; 500; 15
2023-01-25 21:21:14.099; 5.675445999999994; 82.327554; 500; 15
2023-01-25 21:21:14.610; 5.158452999999994; 82.844547; 500; 15
2023-01-25 21:21:15.119; 4.6492429999999985; 83.353757; 500; 15
2023-01-25 21:21:15.633; 4.135377000000005; 83.867623; 500; 15
2023-01-25 21:21:16.142; 7.622039000000001; 84.377961; 500; 15
2023-01-25 21:21:16.653; 7.115536000000006; 84.887464; 500; 15
2023-01-25 21:21:17.167; 6.601883000000001; 85.401117; 500; 15
2023-01-25 21:21:17.677; 10.084515999999994; 85.912484; 500; 15
2023-01-25 21:21:18.210; 9.557317999999995; 86.439682; 500; 15
2023-01-25 21:21:18.731; 9.031135000000006; 86.965865; 500; 15
2023-01-25 21:21:19.244; 12.518343999999999; 87.478656; 500; 15
2023-01-25 21:21:19.753; 12.014392; 87.988608; 500; 15
2023-01-25 21:21:20.266; 11.503079999999997; 88.49992; 500; 15
2023-01-25 21:21:20.776; 10.992013999999998; 89.010986; 500; 15
2023-01-25 21:21:21.287; 14.469740999999999; 89.522259; 250; 20
2023-01-25 21:21:21.799; 13.95819800000001; 90.033802; 250; 20
2023-01-25 21:21:22.311; 13.456486999999996; 90.546513; 250; 20
2023-01-25 21:21:22.821; 12.946004000000002; 91.056996; 250; 20
2023-01-25 21:21:23.333; 12.435147; 91.567853; 250; 20
2023-01-25 21:21:23.848; 11.921487999999997; 92.081512; 250; 20
2023-01-25 21:21:24.356; 11.411811; 92.591189; 250; 20
2023-01-25 21:21:24.869; 10.898968999999994; 93.104031; 250; 20
2023-01-25 21:21:25.380; 10.387293999999997; 93.615706; 250; 20
2023-01-25 21:21:25.891; 9.876459999999994; 94.12654; 250; 20
2023-01-25 21:21:26.405; 9.363997999999995; 94.639002; 250; 20
2023-01-25 21:21:26.914; 8.853663999999995; 95.149336; 250; 20
2023-01-25 21:21:27.428; 12.33047400000001; 95.661526; 250; 20
2023-01-25 21:21:27.937; 11.819679000000008; 96.172321; 250; 20
2023-01-25 21:21:28.449; 11.320227000000003; 96.682773; 250; 20
2023-01-25 21:21:28.962; 10.806447000000006; 97.196553; 250; 20
2023-01-25 21:21:29.471; 10.298012999999997; 97.704987; 250; 20
2023-01-25 21:21:29.982; 9.786524; 98.216476; 250; 20
2023-01-25 21:21:30.493; 9.275676000000004; 98.727324; 250; 20
2023-01-25 21:21:31.002; 8.765409000000005; 99.237591; 250; 20
2023-01-25 21:21:31.514; 12.23797300000001; 99.748027; 250; 20
2023-01-25 21:21:32.025; 11.742560999999995; 100.260439; 250; 20
2023-01-25 21:21:32.536; 11.231911999999994; 100.771088; 250; 20
2023-01-25 21:21:33.047; 10.721342000000007; 101.281658; 250; 20
2023-01-25 21:21:33.561; 10.207358999999997; 101.795641; 250; 20
2023-01-25 21:21:34.071; 9.696899000000002; 102.306101; 250; 20
2023-01-25 21:21:34.585; 9.184218000000001; 102.818782; 250; 20
2023-01-25 21:21:35.093; 8.674965; 103.328035; 250; 20
2023-01-25 21:21:35.639; 12.126562000000007; 103.870438; 250; 20
2023-01-25 21:21:36.150; 11.612714999999994; 104.384285; 250; 20
2023-01-25 21:21:36.659; 11.104234000000005; 104.892766; 250; 20
2023-01-25 21:21:37.170; 10.598243999999994; 105.404756; 250; 20
2023-01-25 21:21:37.682; 10.085981000000004; 105.917019; 250; 20
2023-01-25 21:21:38.193; 9.574945; 106.428055; 250; 20
2023-01-25 21:21:38.706; 9.062444; 106.940556; 250; 20
2023-01-25 21:21:39.219; 8.549087; 107.453913; 250; 20
2023-01-25 21:21:39.728; 12.038138000000004; 107.962862; 250; 20
2023-01-25 21:21:40.241; 11.525846000000001; 108.475154; 250; 20
2023-01-25 21:21:40.752; 11.016249000000002; 108.986751; 250; 20
2023-01-25 21:21:41.262; 10.505170000000007; 109.49783; 250; 20
2023-01-25 21:21:41.774; 9.994148999999993; 110.008851; 250; 20
2023-01-25 21:21:42.286; 9.482271999999995; 110.520728; 250; 20
2023-01-25 21:21:42.796; 8.971536999999998; 111.031463; 250; 20
2023-01-25 21:21:43.308; 8.458826000000002; 111.544174; 250; 20
2023-01-25 21:21:43.819; 7.9483259999999945; 112.054674; 250; 20
2023-01-25 21:21:44.331; 11.430400000000006; 112.5666; 250; 20
2023-01-25 21:21:44.844; 10.917867000000001; 113.079133; 250; 20
2023-01-25 21:21:45.354; 10.407606999999999; 113.589393; 250; 20
2023-01-25 21:21:45.866; 9.902287000000001; 114.100713; 250; 20
2023-01-25 21:21:46.377; 9.390825000000007; 114.612175; 250; 20
2023-01-25 21:21:46.889; 8.878789999999995; 115.12421; 250; 20
2023-01-25 21:21:47.399; 8.367686000000006; 115.635314; 250; 20
2023-01-25 21:21:47.911; 11.842709; 116.146291; 250; 20
2023-01-25 21:21:48.423; 11.331066000000007; 116.657934; 250; 20
2023-01-25 21:21:48.935; 10.820189; 117.168811; 250; 20
2023-01-25 21:21:49.446; 10.321798999999984; 117.681201; 250; 20
2023-01-25 21:21:49.957; 9.811106999999993; 118.191893; 250; 20
2023-01-25 21:21:50.471; 9.297359999999983; 118.70564; 250; 20
2023-01-25 21:21:50.985; 8.78313799999998; 119.219862; 250; 20
2023-01-25 21:21:51.492; 12.256768000000008; 119.727232; 250; 20
2023-01-25 21:21:52.005; 11.762925999999979; 120.240074; 250; 20
2023-01-25 21:21:52.516; 11.251871999999992; 120.751128; 250; 20
2023-01-25 21:21:53.027; 10.741179999999986; 121.26182; 250; 20
2023-01-25 21:21:53.541; 10.227385999999981; 121.775614; 250; 20
2023-01-25 21:21:54.053; 9.716373999999988; 122.286626; 250; 20
2023-01-25 21:21:54.561; 9.206307999999993; 122.796692; 250; 20
2023-01-25 21:21:55.072; 12.69506699999998; 123.307933; 250; 20
2023-01-25 21:21:55.585; 12.183220999999989; 123.819779; 250; 20
2023-01-25 21:21:56.095; 11.672686999999982; 124.330313; 250; 20
2023-01-25 21:21:56.608; 11.158913999999982; 124.844086; 250; 20
2023-01-25 21:21:57.121; 10.647581999999986; 125.355418; 250; 20
2023-01-25 21:21:57.642; 10.130127999999985; 125.872872; 250; 20
2023-01-25 21:21:58.163; 9.606824999999986; 126.396175; 250; 20
2023-01-25 21:21:58.669; 9.098528999999985; 126.904471; 250; 20
2023-01-25 21:21:59.180; 12.576060999999996; 127.415939; 250; 20
2023-01-25 21:21:59.692; 12.06485099999999; 127.927149; 250; 20
2023-01-25 21:22:00.215; 11.557210999999995; 128.445789; 250; 20
2023-01-25 21:22:00.733; 11.03525399999998; 128.967746; 250; 20
2023-01-25 21:22:01.243; 10.525100999999978; 129.477899; 250; 20
2023-01-25 21:22:01.754; 10.013563999999974; 129.989436; 250; 20
2023-01-25 21:22:02.264; 9.503268999999989; 130.499731; 250; 20
2023-01-25 21:22:02.779; 8.990429999999975; 131.01257; 250; 20
2023-01-25 21:22:03.288; 8.479536999999993; 131.523463; 250; 20
2023-01-25 21:22:03.799; 11.960163999999992; 132.033836; 250; 20
2023-01-25 21:22:04.313; 11.455311999999992; 132.547688; 250; 20
2023-01-25 21:22:04.823; 10.945262999999983; 133.057737; 250; 20
2023-01-25 21:22:05.332; 10.434984999999983; 133.568015; 250; 20
2023-01-25 21:22:05.844; 9.924053999999984; 134.078946; 250; 20
2023-01-25 21:22:06.355; 9.412375999999995; 134.590624; 250; 20
2023-01-25 21:22:06.870; 8.89828; 135.10472; 250; 20
2023-01-25 21:22:07.378; 12.37269999999998; 135.6133; 250; 20
2023-01-25 21:22:07.893; 11.85886499999998; 136.127135; 250; 20
2023-01-25 21:22:08.399; 11.36822699999999; 136.634773; 250; 20
2023-01-25 21:22:08.910; 10.857531999999992; 137.145468; 250; 20
2023-01-25 21:22:09.419; 10.348528999999985; 137.654471; 250; 20
2023-01-25 21:22:09.931; 9.837714999999974; 138.165285; 250; 20
2023-01-25 21:22:10.444; 9.324425999999988; 138.678574; 250; 20
2023-01-25 21:22:10.954; 12.808268000000027; 139.188732; 250; 20
2023-01-25 21:22:11.465; 12.296419000000014; 139.700581; 250; 20
2023-01-25 21:22:11.976; 11.791014999999987; 140.211985; 250; 20
2023-01-25 21:22:12.488; 11.278846999999985; 140.724153; 250; 20
2023-01-25 21:22:12.999; 10.768010999999973; 141.234989; 250; 20
2023-01-25 21:22:13.512; 10.255888999999996; 141.747111; 250; 20
2023-01-25 21:22:14.022; 9.745315999999974; 142.257684; 250; 20
2023-01-25 21:22:14.534; 9.232979999999998; 142.77002; 250; 20
2023-01-25 21:22:15.045; 12.71419800000001; 143.279802; 250; 20
2023-01-25 21:22:15.557; 12.201673999999997; 143.792326; 250; 20
2023-01-25 21:22:16.068; 11.699590999999998; 144.303409; 250; 20
2023-01-25 21:22:16.579; 11.187960999999973; 144.815039; 250; 20
2023-01-25 21:22:17.091; 10.677652999999992; 145.325347; 250; 20
2023-01-25 21:22:17.602; 10.164995999999974; 145.838004; 250; 20
2023-01-25 21:22:18.116; 9.65271199999998; 146.350288; 250; 20
2023-01-25 21:22:18.624; 9.142904999999985; 146.860095; 250; 20
2023-01-25 21:22:19.136; 8.631426999999974; 147.371573; 250; 20
2023-01-25 21:22:19.648; 12.119520999999992; 147.883479; 250; 20
2023-01-25 21:22:20.158; 11.609271999999976; 148.393728; 250; 20
2023-01-25 21:22:20.670; 11.097218999999996; 148.905781; 250; 20
2023-01-25 21:22:21.180; 10.58749499999999; 149.415505; 250; 20
2023-01-25 21:22:21.692; 10.076391999999998; 149.926608; 250; 20
2023-01-25 21:22:22.203; 9.564299999999974; 150.4387; 250; 20
2023-01-25 21:22:22.714; 13.034686000000022; 150.949314; 250; 20
2023-01-25 21:22:23.224; 12.524220000000014; 151.45978; 250; 20
2023-01-25 21:22:23.736; 12.032127999999972; 151.970872; 250; 20
2023-01-25 21:22:24.248; 11.520429999999976; 152.48257; 250; 20
2023-01-25 21:22:24.758; 11.009370999999987; 152.993629; 250; 20
2023-01-25 21:22:25.268; 10.498807; 153.504193; 250; 20
2023-01-25 21:22:25.780; 9.988231999999982; 154.014768; 250; 20
2023-01-25 21:22:26.289; 9.478469999999987; 154.52453; 250; 20
2023-01-25 21:22:26.796; 8.97143299999999; 155.031567; 250; 20
2023-01-25 21:22:27.308; 12.44024300000001; 155.543757; 250; 20
2023-01-25 21:22:27.820; 11.947784999999982; 156.055215; 250; 20
2023-01-25 21:22:28.330; 11.438313999999991; 156.564686; 250; 20
2023-01-25 21:22:28.839; 10.929452999999995; 157.073547; 250; 20
2023-01-25 21:22:29.350; 10.417370999999974; 157.585629; 250; 20
2023-01-25 21:22:29.859; 9.908594999999991; 158.094405; 250; 20
2023-01-25 21:22:30.370; 9.397867999999988; 158.605132; 250; 20
2023-01-25 21:22:30.879; 12.87939399999999; 159.114606; 250; 20
2023-01-25 21:22:31.391; 12.368574999999993; 159.625425; 250; 20
2023-01-25 21:22:31.901; 11.86694399999999; 160.136056; 250; 20
2023-01-25 21:22:32.412; 11.355107999999973; 160.647892; 250; 20
2023-01-25 21:22:32.922; 10.845587999999992; 161.157412; 250; 20
2023-01-25 21:22:33.434; 10.334258999999975; 161.668741; 250; 20
2023-01-25 21:22:33.944; 9.822894999999988; 162.180105; 250; 20
2023-01-25 21:22:34.454; 9.313120999999995; 162.689879; 250; 20
2023-01-25 21:22:34.965; 12.791421999999983; 163.200578; 250; 20
2023-01-25 21:22:35.475; 12.280668999999989; 163.711331; 250; 20
2023-01-25 21:22:35.982; 11.785779999999988; 164.21722; 250; 20
2023-01-25 21:22:36.498; 11.269449999999978; 164.73355; 250; 20
2023-01-25 21:22:37.010; 10.757024999999999; 165.245975; 250; 20
2023-01-25 21:22:37.521; 10.246379999999988; 165.75662; 250; 20
2023-01-25 21:22:38.033; 9.73496399999999; 166.268036; 250; 20
2023-01-25 21:22:38.545; 13.220074000000011; 166.779926; 250; 20
2023-01-25 21:22:39.056; 12.70854; 167.29146; 250; 20
2023-01-25 21:22:39.567; 12.201247999999993; 167.801752; 250; 20
2023-01-25 21:22:40.078; 11.689425999999997; 168.313574; 250; 20
2023-01-25 21:22:40.590; 11.178251999999986; 168.824748; 250; 20
2023-01-25 21:22:41.101; 10.667494999999974; 169.335505; 250; 20
2023-01-25 21:22:41.612; 10.156584999999978; 169.846415; 250; 20
2023-01-25 21:22:42.122; 9.646818999999994; 170.356181; 250; 20
2023-01-25 21:22:42.633; 9.134836999999976; 170.868163; 250; 20
2023-01-25 21:22:43.144; 8.622645999999975; 171.380354; 250; 20
2023-01-25 21:22:43.654; 12.113541999999995; 171.889458; 250; 20
2023-01-25 21:22:44.165; 11.60356299999998; 172.399437; 250; 20
2023-01-25 21:22:44.676; 11.091457999999989; 172.911542; 250; 20
2023-01-25 21:22:45.184; 10.584333999999984; 173.418666; 250; 20
2023-01-25 21:22:45.699; 10.068553999999978; 173.934446; 250; 20
2023-01-25 21:22:46.209; 9.558254999999974; 174.444745; 250; 20
2023-01-25 21:22:46.718; 9.049892999999997; 174.953107; 250; 20
2023-01-25 21:22:47.230; 8.538391999999988; 175.464608; 250; 20
2023-01-25 21:22:47.740; 8.027627999999993; 175.975372; 250; 20
2023-01-25 21:22:48.252; 7.516152999999974; 176.486847; 250; 20
2023-01-25 21:22:48.761; 10.995708999999977; 176.996291; 250; 20
2023-01-25 21:22:49.271; 10.48531299999999; 177.506687; 250; 20
2023-01-25 21:22:49.782; 9.985369999999989; 178.01763; 250; 20
2023-01-25 21:22:50.294; 9.473624999999998; 178.529375; 250; 20
2023-01-25 21:22:50.805; 8.962886999999995; 179.040113; 250; 20
2023-01-25 21:22:51.320; 8.447226999999998; 179.555773; 125; 25
2023-01-25 21:22:51.827; 7.940501999999981; 180.062498; 125; 25
2023-01-25 21:22:52.338; 7.429326999999972; 180.573673; 125; 25
2023-01-25 21:22:52.850; 6.917582999999979; 181.085417; 125; 25
2023-01-25 21:22:53.361; 6.407127999999972; 181.595872; 125; 25
2023-01-25 21:22:53.872; 5.895837999999998; 182.107162; 125; 25
2023-01-25 21:22:54.383; 9.374966; 182.619034; 125; 25
2023-01-25 21:22:54.897; 8.86227199999999; 183.131728; 125; 25
2023-01-25 21:22:55.419; 8.343400000000003; 183.6506; 125; 25
2023-01-25 21:22:55.947; 7.815037999999987; 184.178962; 125; 25
2023-01-25 21:22:56.459; 7.300866000000013; 184.693134; 125; 25
2023-01-25 21:22:56.971; 6.796033999999992; 185.206966; 125; 25
2023-01-25 21:22:57.481; 6.2868669999999724; 185.716133; 125; 25
2023-01-25 21:22:57.992; 5.775027999999992; 186.227972; 125; 25
2023-01-25 21:22:58.503; 9.260879999999986; 186.73912; 125; 25
2023-01-25 21:22:59.016; 8.748906000000005; 187.251094; 125; 25
2023-01-25 21:22:59.527; 8.238213000000002; 187.761787; 125; 25
2023-01-25 21:23:00.041; 7.725243000000006; 188.274757; 125; 25
2023-01-25 21:23:00.550; 7.217911999999984; 188.785088; 125; 25
2023-01-25 21:23:01.060; 6.707628999999997; 189.295371; 125; 25
2023-01-25 21:23:01.572; 6.195103999999986; 189.807896; 125; 25
2023-01-25 21:23:02.084; 5.684301999999974; 190.318698; 125; 25
2023-01-25 21:23:02.595; 5.172498999999988; 190.830501; 125; 25
2023-01-25 21:23:03.106; 4.661702999999989; 191.341297; 125; 25
2023-01-25 21:23:03.620; 8.139407000000006; 191.854593; 125; 25
2023-01-25 21:23:04.131; 7.627992000000006; 192.366008; 125; 25
2023-01-25 21:23:04.646; 7.117547000000002; 192.876453; 125; 25
2023-01-25 21:23:05.155; 6.604520000000008; 193.38948; 125; 25
2023-01-25 21:23:05.666; 6.093164000000002; 193.900836; 125; 25
2023-01-25 21:23:06.176; 5.591840999999988; 194.411159; 125; 25
2023-01-25 21:23:06.684; 5.0845429999999965; 194.918457; 125; 25
2023-01-25 21:23:07.199; 4.568968999999981; 195.434031; 125; 25
2023-01-25 21:23:07.715; 8.042253999999986; 195.949746; 125; 25
2023-01-25 21:23:08.225; 7.532364000000001; 196.459636; 125; 25
2023-01-25 21:23:08.734; 7.023419999999987; 196.96858; 125; 25
2023-01-25 21:23:09.243; 6.51388799999998; 197.478112; 125; 25
2023-01-25 21:23:09.756; 6.0122189999999875; 197.990781; 125; 25
2023-01-25 21:23:10.268; 5.500005999999985; 198.502994; 125; 25
2023-01-25 21:23:10.779; 4.989178999999979; 199.013821; 125; 25
2023-01-25 21:23:11.296; 4.473472999999984; 199.529527; 125; 25
